,weather,temperature,pressure,humidity,wind_speed,wind_direction,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration,PM25_Concentration
2014/5/26 5:00,0,0.529411765,0.426229508,0.51,0.041666667,23,0.148989899,0,0.066670868,0.076294278,0.072144289,119
2014/5/26 6:00,0,0.529411765,0.426229508,0.51,0.041666667,23,0.130050505,0,0.064402294,0.092643052,0.068136273,76
2014/5/26 7:00,0,0.549019608,0.409836066,0.41,0.191666667,23,0.101010101,0,0.063141975,0.119891008,0.064128257,70
2014/5/26 8:00,0,0.568627451,0.409836066,0.4,0.216666667,2,0.09469697,0,0.064969437,0.141689373,0.06012024,50
2014/5/26 9:00,0,0.705882353,0.393442623,0.23,0.466666667,23,0.119949495,0,0.060684353,0.163487738,0.062124248,57
2014/5/26 10:00,0,0.803921569,0.37704918,0.13,0.35,23,0.162878788,0,0.058730859,0.177111717,0.044088176,48
2014/5/26 11:00,0,0.803921569,0.37704918,0.13,0.35,23,0.141414141,0,0.055264982,0.190735695,0.028056112,49
2014/5/26 12:00,0,0.843137255,0.344262295,0.1,0.441666667,2,0.137626263,0,0.056714349,0.19346049,0.026052104,50
2014/5/26 13:00,0,0.862745098,0.327868852,0.1,0.766666667,2,0.140151515,0,0.056525301,0.261580381,0.026052104,49
2014/5/26 14:00,0,0.862745098,0.327868852,0.1,0.766666667,2,0.127525253,0,0.056525301,0.27520436,0.026052104,35
2014/5/26 15:00,0,0.862745098,0.327868852,0.1,0.766666667,2,0.126262626,0,0.063015943,0.280653951,0.026052104,37
2014/5/26 16:00,0,0.862745098,0.295081967,0.1,0.6,2,0.128787879,0,0.057848636,0.302452316,0.026052104,44
2014/5/26 17:00,0,0.862745098,0.278688525,0.11,0.341666667,23,0.128787879,0,0.057407524,0.291553134,0.026052104,43
2014/5/26 18:00,0,0.862745098,0.262295082,0.11,0.358333333,23,0.116161616,0,0.056399269,0.294277929,0.024048096,50
2014/5/26 19:00,0,0.843137255,0.262295082,0.13,0.375,23,0.09469697,0,0.058226731,0.310626703,0.028056112,48
2014/5/26 20:00,0,0.843137255,0.262295082,0.13,0.375,23,0.092171717,0,0.059991178,0.288828338,0.036072144,42
2014/5/26 21:00,0,0.784313725,0.278688525,0.23,0.308333333,23,0.09469697,0,0.063015943,0.280653951,0.042084168,43
2014/5/26 22:00,0,0.745098039,0.278688525,0.27,0.35,23,0.131313131,0,0.063015943,0.321525886,0.046092184,51
2014/5/26 23:00,0,0.725490196,0.278688525,0.3,0.233333333,23,0.150252525,0,0.062889911,0.277929155,0.042084168,67
2014/5/27 0:00,0,0.705882353,0.262295082,0.33,0.275,23,0.151515152,0,0.063015943,0.27520436,0.04008016,65
2014/5/27 1:00,0,0.68627451,0.262295082,0.36,0.333333333,23,0.170454545,0,0.065977692,0.223433243,0.042084168,58
2014/5/27 2:00,0,0.68627451,0.262295082,0.39,0.258333333,23,0.166666667,0,0.066040708,0.196185286,0.04008016,82
2014/5/27 3:00,0,0.647058824,0.245901639,0.43,0.133333333,23,0.136363636,0,0.068750394,0.163487738,0.04008016,72
2014/5/27 4:00,0,0.588235294,0.245901639,0.51,0.108333333,23,0.183080808,0,0.068120234,0.144414169,0.034068136,72
2014/5/27 5:00,0,0.588235294,0.229508197,0.52,0.1,24,0.156565657,0,0.069254521,0.119891008,0.034068136,91
2014/5/27 6:00,0,0.588235294,0.229508197,0.51,0.075,23,0.151515152,0,0.069317537,0.114441417,0.036072144,84
2014/5/27 7:00,0,0.62745098,0.245901639,0.41,0.116666667,23,0.191919192,0,0.074988972,0.08719346,0.074148297,84
2014/5/27 8:00,1,0.62745098,0.245901639,0.41,0.116666667,2,0.218434343,0,0.074295797,0.108991826,0.080160321,84
2014/5/27 9:00,1,0.705882353,0.245901639,0.25,0.15,24,0.243686869,0,0.076123259,0.122615804,0.094188377,84
2014/5/27 10:00,1,0.803921569,0.229508197,0.21,0.166666667,24,0.332070707,0,0.111916315,0.152588556,0.126252505,84
2014/5/27 11:00,1,0.862745098,0.229508197,0.15,0.333333333,24,0.366161616,0,0.094397883,0.198910082,0.082164329,137
2014/5/27 12:00,16,0.882352941,0.213114754,0.1,1,24,0.454545455,0,0.070136745,0.25613079,0.026052104,139
2014/5/27 13:00,16,0.882352941,0.213114754,0.09,0.516666667,24,0.488636364,0,0.060684353,0.272479564,0.016032064,139
2014/5/27 14:00,16,0.862745098,0.229508197,0.1,0.875,24,0.46969697,0.042735043,0.061755624,0.277929155,0.014028056,104
2014/5/27 15:00,16,0.862745098,0.229508197,0.13,0.85,24,0.416666667,0.02991453,0.069317537,0.283378747,0.014028056,79
2014/5/27 16:00,16,0.843137255,0.245901639,0.14,0.6,24,0.218434343,0.038461538,0.069317537,0.283378747,0.014028056,79
2014/5/27 17:00,16,0.843137255,0.245901639,0.14,0.6,24,0.218434343,0.038461538,0.069317537,0.283378747,0.014028056,79
2014/5/27 18:00,16,0.843137255,0.245901639,0.14,0.6,24,0.218434343,0.038461538,0.069317537,0.283378747,0.014028056,79
2014/5/27 19:00,0,0.803921569,0.262295082,0.21,0.166666667,24,0.11489899,0.064102564,0.069317537,0.217983651,0.022044088,26
2014/5/27 20:00,0,0.725490196,0.295081967,0.31,0.125,4,0.098484848,0.076923077,0.081920726,0.21253406,0.026052104,21
2014/5/27 21:00,0,0.725490196,0.31147541,0.32,0.1,24,0.118686869,0.08974359,0.081920726,0.177111717,0.024048096,21
2014/5/27 22:00,0,0.725490196,0.31147541,0.32,0.116666667,24,0.113636364,0.102564103,0.081920726,0.163487738,0.024048096,20
2014/5/27 23:00,0,0.666666667,0.327868852,0.36,0.041666667,2,0.10479798,0.179487179,0.08822232,0.111716621,0.028056112,26
2014/5/28 0:00,0,0.62745098,0.344262295,0.48,0.041666667,14,0.127525253,0.235042735,0.08822232,0.084468665,0.044088176,31
2014/5/28 1:00,0,0.588235294,0.360655738,0.53,0.033333333,24,0.132575758,0.333333333,0.08822232,0.032697548,0.026052104,33
2014/5/28 2:00,0,0.588235294,0.360655738,0.53,0.033333333,24,0.167929293,0.286324786,0.094523915,0.046321526,0.076152305,39
2014/5/28 3:00,0,0.588235294,0.360655738,0.53,0.033333333,23,0.14520202,0.299145299,0.119730292,0.038147139,0.048096192,43
2014/5/28 4:00,0,0.549019608,0.37704918,0,0.033333333,3,0.113636364,0.316239316,0.189047829,0.027247956,0.0501002,46
2014/5/28 5:00,0,0.529411765,0.37704918,0.52,0.058333333,23,0.146464646,0.290598291,0.182746235,0.024523161,0.062124248,67
2014/5/28 6:00,0,0.509803922,0.37704918,0.53,0.058333333,23,0.161616162,0.307692308,0.195349423,0.027247956,0.094188377,101
2014/5/28 7:00,0,0.607843137,0.393442623,0.43,0.066666667,3,0.220959596,0.324786325,0.214254206,0.029972752,0.25250501,164
2014/5/28 8:00,0,0.647058824,0.393442623,0.42,0.083333333,23,0.220959596,0.376068376,0.428508413,0.049046322,0.27254509,202
2014/5/28 9:00,0,0.764705882,0.393442623,0.24,0.258333333,3,0.356060606,0.294871795,0.270968555,0.103542234,0.142284569,200
2014/5/28 10:00,0,0.803921569,0.393442623,0.21,0.25,23,0.356060606,0.222222222,0.144936669,0.204359673,0.098196393,133
2014/5/28 11:00,0,0.862745098,0.37704918,0.14,0.225,23,0.356060606,0.072649573,0.100825509,0.234332425,0.052104208,130
2014/5/28 12:00,0,0.882352941,0.37704918,0.12,0.216666667,23,0.356060606,0.05982906,0.094523915,0.269754768,0.034068136,82
2014/5/28 13:00,0,0.901960784,0.360655738,0.11,0.316666667,23,0.063131313,0.047008547,0.08822232,0.307901907,0.028056112,29
2014/5/28 14:00,0,0.941176471,0.344262295,0.1,0.433333333,23,0.085858586,0.038461538,0.081920726,0.351498638,0.032064128,19
2014/5/28 15:00,0,0.941176471,0.327868852,0.1,0.366666667,23,0.140151515,0.038461538,0.081920726,0.359673025,0.032064128,18
2014/5/28 16:00,0,0.941176471,0.327868852,0.1,0.366666667,23,0.087121212,0.042735043,0.081920726,0.367847411,0.028056112,26
2014/5/28 17:00,0,0.941176471,0.295081967,0.09,0.625,23,0.112373737,0.047008547,0.081920726,0.346049046,0.026052104,27
2014/5/28 18:00,1,0.941176471,0.295081967,0.09,0.5,23,0.111111111,0.055555556,0.081920726,0.335149864,0.022044088,27
2014/5/28 19:00,1,0.921568627,0.295081967,0.09,0.575,23,0.09469697,0.072649573,0.100825509,0.359673025,0.056112224,33
2014/5/28 20:00,1,0.882352941,0.295081967,0.17,0.35,23,0.137626263,0.08974359,0.13233348,0.373297003,0.090180361,37
2014/5/28 21:00,1,0.823529412,0.295081967,0.2,0.35,23,0.15530303,0.111111111,0.195349423,0.313351499,0.098196393,44
2014/5/28 22:00,1,0.784313725,0.327868852,0.24,0.2,24,0.161616162,0.141025641,0.258365366,0.253405995,0.078156313,40
2014/5/28 23:00,1,0.784313725,0.327868852,0.24,0.2,24,0.166666667,0.123931624,0.08822232,0.237057221,0.048096192,35
2014/5/29 0:00,1,0.784313725,0.327868852,0.24,0.2,3,0.116161616,0.162393162,0.094523915,0.19346049,0.0501002,30
2014/5/29 1:00,1,0.745098039,0.327868852,0.28,0.166666667,3,0.140151515,0.11965812,0.08822232,0.220708447,0.0501002,43
2014/5/29 2:00,1,0.705882353,0.31147541,0.35,0.158333333,3,0.112373737,0.222222222,0.119730292,0.155313351,0.044088176,36
2014/5/29 3:00,1,0.68627451,0.295081967,0.37,0.125,23,0.098484848,0.243589744,0.144936669,0.136239782,0.082164329,38
2014/5/29 4:00,1,0.666666667,0.295081967,0.4,0.108333333,3,0.097222222,0.269230769,0.100825509,0.122615804,0.084168337,62
2014/5/29 5:00,1,0.666666667,0.295081967,0.4,0.108333333,23,0.128787879,0.384615385,0.151238263,0.059945504,0.086172345,65
2014/5/29 6:00,1,0.647058824,0.278688525,0.39,0.108333333,23,0.142676768,0.324786325,0.195349423,0.079019074,0.110220441,72
2014/5/29 7:00,1,0.62745098,0.278688525,0.43,0.116666667,23,0.169191919,0.239316239,0.189047829,0.117166213,0.110220441,89
2014/5/29 8:00,0,0.68627451,0.278688525,0.39,0.158333333,23,0.180555556,0.188034188,0.119730292,0.14986376,0.098196393,86
2014/5/29 9:00,0,0.803921569,0.295081967,0.26,0.291666667,23,0.199494949,0.183760684,0.126031886,0.188010899,0.108216433,75
2014/5/29 10:00,0,0.843137255,0.295081967,0.22,0.266666667,24,0.220959596,0.145299145,0.126031886,0.242506812,0.102204409,76
2014/5/29 11:00,0,0.862745098,0.295081967,0.22,0.275,24,0.248737374,0.128205128,0.129497763,0.392370572,0.096192385,94
2014/5/29 12:00,0,0.862745098,0.295081967,0.22,0.275,24,0.200757576,0.111111111,0.138319995,0.542234332,0.090180361,82
2014/5/29 13:00,0,0.862745098,0.295081967,0.22,0.275,4,0.204545455,0.111111111,0.151238263,0.572207084,0.082164329,81
2014/5/29 14:00,0,0.980392157,0.295081967,0.09,0.125,4,0.20959596,0.098290598,0.151238263,0.640326975,0.080160321,76
2014/5/29 15:00,0,1,0.278688525,0.1,0.116666667,14,0.169191919,0.098290598,0.126031886,0.70027248,0.068136273,69
2014/5/29 16:00,0,0.980392157,0.278688525,0.1,0.25,14,0.166666667,0.076923077,0.113428697,0.626702997,0.048096192,70
2014/5/29 17:00,0,0.980392157,0.278688525,0.1,0.25,14,0.166666667,0.085470085,0.113428697,0.673024523,0.044088176,66
2014/5/29 18:00,0,0.960784314,0.278688525,0.1,0.15,13,0.112373737,0.072649573,0.094523915,0.591280654,0.03006012,54
2014/5/29 19:00,0,0.960784314,0.278688525,0.11,0.258333333,13,0.097222222,0.115384615,0.100825509,0.539509537,0.032064128,48
2014/5/29 20:00,0,0.941176471,0.295081967,0.13,0.25,3,0.157828283,0.196581197,0.119730292,0.493188011,0.04008016,49
2014/5/29 21:00,0,0.862745098,0.31147541,0.2,0.141666667,1,0.210858586,0.282051282,0.119730292,0.346049046,0.038076152,54
2014/5/29 22:00,0,0.862745098,0.31147541,0.2,0.141666667,3,0.191919192,0.35042735,0.119730292,0.261580381,0.042084168,60
2014/5/29 23:00,0,0.803921569,0.344262295,0.39,0.233333333,3,0.167929293,0.217948718,0.119730292,0.305177112,0.048096192,62
2014/5/30 0:00,0,0.803921569,0.344262295,0.39,0.233333333,1,0.180555556,0.170940171,0.119730292,0.326975477,0.054108216,66
2014/5/30 1:00,0,0.764705882,0.360655738,0.46,0.133333333,13,0.208333333,0.188034188,0.119730292,0.277929155,0.06012024,72
2014/5/30 2:00,0,0.764705882,0.360655738,0.47,0.158333333,13,0.207070707,0.209401709,0.119730292,0.201634877,0.054108216,77
2014/5/30 3:00,0,0.745098039,0.360655738,0.51,0.166666667,13,0.202020202,0.200854701,0.126031886,0.286103542,0.056112224,80
2014/5/30 4:00,0,0.745098039,0.360655738,0.51,0.208333333,13,0.23989899,0.102564103,0.163841452,0.569482289,0.070140281,91
2014/5/30 5:00,0,0.745098039,0.360655738,0.53,0.166666667,13,0.194444444,0.102564103,0.163841452,0.580381471,0.058116232,96
2014/5/30 6:00,0,0.725490196,0.37704918,0.58,0.191666667,13,0.220959596,0.158119658,0.17644464,0.501362398,0.074148297,104
2014/5/30 7:00,0,0.705882353,0.409836066,0.61,0.216666667,1,0.231060606,0.217948718,0.151238263,0.373297003,0.052104208,110
2014/5/30 8:00,1,0.745098039,0.409836066,0.55,0.316666667,13,0.246212121,0.170940171,0.157539858,0.422343324,0.06012024,114
2014/5/30 9:00,1,0.784313725,0.426229508,0.5,0.25,13,0.233585859,0.188034188,0.163841452,0.490463215,0.078156313,119
2014/5/30 10:00,1,0.823529412,0.426229508,0.43,0.275,13,0.241161616,0.175213675,0.151238263,0.534059946,0.086172345,120
2014/5/30 11:00,1,0.823529412,0.426229508,0.43,0.275,13,0.241161616,0.175213675,0.151238263,0.534059946,0.086172345,120
2014/5/30 12:00,0,0.843137255,0.426229508,0.36,0.358333333,13,0.233585859,0.085470085,0.144936669,0.653950954,0.084168337,117
2014/5/30 13:00,0,0.862745098,0.426229508,0.33,0.525,13,0.215909091,0.081196581,0.144936669,0.678474114,0.082164329,107
2014/5/30 14:00,0,0.862745098,0.409836066,0.35,0.366666667,13,0.222222222,0.085470085,0.144936669,0.632152589,0.070140281,104
2014/5/30 15:00,0,0.862745098,0.409836066,0.34,0.391666667,13,0.222222222,0.085470085,0.144936669,0.632152589,0.070140281,104
2014/5/30 16:00,0,0.823529412,0.393442623,0.38,0.4,13,0.232323232,0.098290598,0.126031886,0.555858311,0.066132265,107
2014/5/30 17:00,0,0.803921569,0.393442623,0.41,0.458333333,13,0.176767677,0.158119658,0.113365682,0.479564033,0.064128257,92
2014/5/30 18:00,1,0.784313725,0.393442623,0.45,0.3,13,0.164141414,0.183760684,0.112231395,0.444141689,0.072144289,22
2014/5/30 19:00,1,0.764705882,0.409836066,0.49,0.333333333,13,0.202020202,0.170940171,0.11090806,0.397820163,0.056112224,22
2014/5/30 20:00,1,0.725490196,0.409836066,0.57,0.208333333,13,0.183080808,0.166666667,0.111916315,0.36239782,0.042084168,22
2014/5/30 21:00,1,0.705882353,0.426229508,0.63,0.15,14,0.186868687,0.196581197,0.118343941,0.29972752,0.0501002,93
2014/5/30 22:00,1,0.705882353,0.442622951,0.68,0.233333333,14,0.223484848,0.205128205,0.118217909,0.237057221,0.042084168,117
2014/5/30 23:00,1,0.705882353,0.442622951,0.71,0.166666667,14,0.205808081,0.179487179,0.11525616,0.217983651,0.03006012,125
2014/5/31 0:00,1,0.68627451,0.442622951,0.72,0.191666667,13,0.185606061,0.217948718,0.153128742,0.177111717,0.03006012,124
2014/5/31 1:00,1,0.68627451,0.442622951,0.72,0.191666667,14,0.207070707,0.294871795,0.177452896,0.125340599,0.034068136,130
2014/5/31 2:00,1,0.68627451,0.442622951,0.76,0.133333333,1,0.247474747,0.495726496,0.192009578,0.049046322,0.036072144,145
2014/5/31 3:00,1,0.666666667,0.442622951,0.77,0.116666667,1,0.284090909,0.52991453,0.2118596,0.046321526,0.034068136,150
2014/5/31 4:00,1,0.666666667,0.442622951,0.79,0.058333333,14,0.27020202,0.538461538,0.206692293,0.049046322,0.036072144,152
2014/5/31 5:00,1,0.666666667,0.442622951,0.78,0.091666667,14,0.292929293,0.487179487,0.178461151,0.049046322,0.036072144,154
2014/5/31 6:00,1,0.666666667,0.442622951,0.78,0.091666667,14,0.286616162,0.474358974,0.175877497,0.049046322,0.038076152,162
2014/5/31 7:00,1,0.68627451,0.442622951,0.73,0.15,1,0.313131313,0.482905983,0.166551137,0.051771117,0.056112224,149
2014/5/31 8:00,1,0.725490196,0.459016393,0.69,0.133333333,1,0.323232323,0.487179487,0.163841452,0.057220708,0.062124248,151
2014/5/31 9:00,1,0.745098039,0.459016393,0.63,0.108333333,14,0.316919192,0.482905983,0.219736593,0.073569482,0.074148297,178
2014/5/31 10:00,1,0.803921569,0.442622951,0.54,0.141666667,1,0.315656566,0.448717949,0.195349423,0.089918256,0.074148297,178
2014/5/31 11:00,1,0.823529412,0.442622951,0.52,0.133333333,13,0.309343434,0.397435897,0.157539858,0.16893733,0.074148297,180
2014/5/31 12:00,1,0.882352941,0.442622951,0.39,0.1,13,0.282828283,0.324786325,0.144936669,0.294277929,0.078156313,181
2014/5/31 13:00,1,0.882352941,0.426229508,0.38,0.333333333,13,0.286616162,0.286324786,0.13233348,0.506811989,0.102204409,199
2014/5/31 14:00,1,0.901960784,0.426229508,0.37,0.141666667,13,0.286616162,0.192307692,0.126031886,0.523160763,0.154308617,252
2014/5/31 15:00,1,0.901960784,0.409836066,0.32,0.316666667,13,0.261363636,0.235042735,0.144936669,0.53133515,0.160320641,188
2014/5/31 16:00,1,0.882352941,0.409836066,0.41,0.108333333,13,0.289141414,0.209401709,0.13233348,0.520435967,0.118236473,184
2014/5/31 17:00,1,0.843137255,0.393442623,0.41,0.183333333,13,0.257575758,0.230769231,0.13233348,0.427792916,0.078156313,174
2014/5/31 18:00,3,0.843137255,0.393442623,0.41,0.175,13,0.243686869,0.235042735,0.13233348,0.343324251,0.074148297,179
2014/5/31 19:00,3,0.803921569,0.393442623,0.45,0.258333333,1,0.257575758,0.205128205,0.13233348,0.316076294,0.062124248,171
2014/5/31 20:00,3,0.784313725,0.393442623,0.46,0.258333333,3,0.289141414,0.222222222,0.144936669,0.294277929,0.06012024,174
2014/5/31 21:00,8,0.62745098,0.459016393,0.88,0.425,2,0.315656566,0.098290598,0.13233348,0.400544959,0.058116232,182
2014/5/31 22:00,3,0.62745098,0.459016393,0.87,0.441666667,2,0.337121212,0.038461538,0.126031886,0.449591281,0.03006012,160
2014/5/31 23:00,8,0.62745098,0.459016393,0.87,0.441666667,24,0.246212121,0.038461538,0.126031886,0.411444142,0.022044088,112
2014/6/1 0:00,5,0.62745098,0.459016393,0.87,0.441666667,24,0.246212121,0.025641026,0.13233348,0.376021798,0.016032064,95
2014/6/1 1:00,3,0.666666667,0.459016393,0.63,0.225,4,0.246212121,0.038461538,0.13233348,0.356948229,0.02004008,129
2014/6/1 2:00,3,0.666666667,0.442622951,0.62,0.116666667,4,0.246212121,0.051282051,0.126031886,0.354223433,0.028056112,123
2014/6/1 3:00,8,0.666666667,0.442622951,0.63,0.425,2,0.246212121,0.115384615,0.13233348,0.269754768,0.026052104,85
2014/6/1 4:00,3,0.647058824,0.442622951,0.68,0.275,24,0.246212121,0.098290598,0.119730292,0.269754768,0.024048096,80
2014/6/1 5:00,3,0.647058824,0.426229508,0.72,0.291666667,24,0.246212121,0.068376068,0.113428697,0.272479564,0.02004008,87
2014/6/1 6:00,3,0.647058824,0.426229508,0.72,0.2,14,0.246212121,0.064102564,0.113428697,0.302452316,0.02004008,79
2014/6/1 7:00,3,0.647058824,0.426229508,0.68,0.133333333,24,0.246212121,0.064102564,0.113428697,0.335149864,0.022044088,75
2014/6/1 8:00,2,0.68627451,0.426229508,0.61,0.316666667,23,0.246212121,0.106837607,0.119730292,0.297002725,0.022044088,61
2014/6/1 9:00,2,0.705882353,0.442622951,0.6,0.25,13,0.093434343,0.111111111,0.151238263,0.27520436,0.026052104,71
2014/6/1 10:00,2,0.725490196,0.442622951,0.6,0.2,24,0.112373737,0.141025641,0.151238263,0.288828338,0.036072144,86
2014/6/1 11:00,2,0.725490196,0.442622951,0.52,0.133333333,14,0.136363636,0.158119658,0.144936669,0.307901907,0.058116232,103
2014/6/1 12:00,1,0.764705882,0.426229508,0.49,0.2,13,0.16540404,0.158119658,0.182746235,0.346049046,0.066132265,126
2014/6/1 13:00,1,0.784313725,0.426229508,0.46,0.225,13,0.185606061,0.128205128,0.214254206,0.422343324,0.108216433,146
2014/6/1 14:00,1,0.784313725,0.426229508,0.41,0.491666667,13,0.21969697,0.051282051,0.13233348,0.438692098,0.054108216,161
2014/6/1 15:00,1,0.666666667,0.426229508,0.54,0.166666667,13,0.175505051,0.05982906,0.113428697,0.395095368,0.044088176,105
2014/6/1 16:00,1,0.68627451,0.426229508,0.67,0.158333333,13,0.13510101,0.02991453,0.100825509,0.38147139,0.046092184,88
2014/6/1 17:00,1,0.68627451,0.426229508,0.67,0.158333333,13,0.13510101,0.02991453,0.100825509,0.38147139,0.046092184,88
2014/6/1 18:00,1,0.725490196,0.426229508,0.58,0.283333333,13,0.13510101,0.012820513,0.083622156,0.329700272,0.018036072,35
2014/6/1 19:00,1,0.647058824,0.459016393,0.65,0.383333333,13,0.133838384,0.017094017,0.088033272,0.269754768,0.016032064,28
2014/6/1 20:00,1,0.647058824,0.459016393,0.65,0.383333333,13,0.085858586,0.021367521,0.087088033,0.267029973,0.016032064,32
2014/6/1 21:00,1,0.62745098,0.475409836,0.71,0.141666667,13,0.075757576,0.025641026,0.094523915,0.264305177,0.016032064,30
2014/6/1 22:00,1,0.62745098,0.491803279,0.71,0.175,13,0.075757576,0.02991453,0.08355914,0.277929155,0.018036072,31
2014/6/1 23:00,1,0.62745098,0.491803279,0.71,0.175,14,0.075757576,0.055555556,0.082487869,0.258855586,0.016032064,33
2014/6/2 0:00,1,0.62745098,0.508196721,0.65,0.208333333,13,0.049242424,0.064102564,0.086772954,0.269754768,0.028056112,27
2014/6/2 1:00,1,0.607843137,0.508196721,0.66,0.158333333,13,0.049242424,0.02991453,0.084252316,0.294277929,0.022044088,23
2014/6/2 2:00,5,0.62745098,0.508196721,0.57,0.258333333,13,0.044191919,0.004273504,0.080975487,0.335149864,0.012024048,27
2014/6/2 3:00,1,0.607843137,0.491803279,0.6,0.341666667,13,0.059343434,0.004273504,0.082802949,0.307901907,0.01002004,16
2014/6/2 4:00,1,0.549019608,0.508196721,0.82,0.316666667,1,0.051767677,0,0.08822232,0.313351499,0.01002004,19
2014/6/2 5:00,5,0.568627451,0.508196721,0.81,0.275,1,0.051767677,0.008547009,0.081794694,0.316076294,0.016032064,34
2014/6/2 6:00,1,0.568627451,0.508196721,0.79,0.341666667,14,0.063131313,0.042735043,0.098052807,0.261580381,0.01002004,26
2014/6/2 7:00,1,0.568627451,0.508196721,0.79,0.341666667,14,0.063131313,0.064102564,0.102148844,0.245231608,0.022044088,41
2014/6/2 8:00,1,0.549019608,0.524590164,0.92,0.166666667,14,0.063131313,0.05982906,0.101203605,0.261580381,0.032064128,32
2014/6/2 9:00,1,0.549019608,0.524590164,0.89,0.275,3,0.046717172,0.038461538,0.088096288,0.280653951,0.02004008,34
2014/6/2 10:00,1,0.549019608,0.524590164,0.89,0.275,13,0.046717172,0.021367521,0.084882475,0.294277929,0.02004008,34
2014/6/2 11:00,1,0.588235294,0.524590164,0.77,0.125,14,0.046717172,0.102564103,0.114121873,0.247956403,0.032064128,34
2014/6/2 12:00,1,0.588235294,0.524590164,0.73,0.158333333,4,0.046717172,0.128205128,0.114058857,0.234332425,0.038076152,44
2014/6/2 13:00,1,0.607843137,0.524590164,0.69,0.166666667,14,0.046717172,0.085470085,0.120612515,0.269754768,0.046092184,50
2014/6/2 14:00,1,0.62745098,0.508196721,0.68,0.233333333,24,0.046717172,0.051282051,0.108828534,0.297002725,0.038076152,47
2014/6/2 15:00,1,0.68627451,0.491803279,0.49,0.25,14,0.055555556,0.051282051,0.106307896,0.310626703,0.04008016,37
2014/6/2 16:00,1,0.68627451,0.491803279,0.49,0.25,14,0.055555556,0.042735043,0.100510429,0.31880109,0.04008016,42
2014/6/2 17:00,1,0.68627451,0.475409836,0.43,0.133333333,14,0.055555556,0.038461538,0.100825509,0.326975477,0.038076152,41
2014/6/2 18:00,1,0.68627451,0.475409836,0.43,0.133333333,14,0.060606061,0.05982906,0.115130128,0.340599455,0.0501002,43
2014/6/2 19:00,1,0.68627451,0.475409836,0.44,0.158333333,4,0.078282828,0.055555556,0.111853299,0.340599455,0.04008016,61
2014/6/2 20:00,1,0.647058824,0.491803279,0.57,0.091666667,24,0.101010101,0.064102564,0.10857647,0.310626703,0.03006012,56
2014/6/2 21:00,1,0.62745098,0.491803279,0.62,0.108333333,24,0.113636364,0.072649573,0.101644716,0.283378747,0.02004008,52
2014/6/2 22:00,1,0.607843137,0.491803279,0.63,0.083333333,24,0.103535354,0.085470085,0.108450438,0.245231608,0.024048096,50
2014/6/2 23:00,1,0.607843137,0.491803279,0.63,0.083333333,24,0.103535354,0.141025641,0.135421262,0.198910082,0.042084168,67
2014/6/3 0:00,1,0.607843137,0.491803279,0.63,0.083333333,24,0.117424242,0.106837607,0.117524734,0.215258856,0.032064128,69
2014/6/3 1:00,1,0.588235294,0.475409836,0.71,0.175,24,0.098484848,0.081196581,0.107820279,0.226158038,0.026052104,69
2014/6/3 2:00,1,0.588235294,0.475409836,0.73,0.158333333,24,0.098484848,0.072649573,0.105236625,0.234332425,0.022044088,64
2014/6/3 3:00,1,0.568627451,0.459016393,0.76,0.083333333,24,0.098484848,0.08974359,0.107883294,0.220708447,0.02004008,72
2014/6/3 4:00,1,0.549019608,0.459016393,0.79,0.108333333,24,0.107323232,0.136752137,0.117146638,0.182561308,0.02004008,72
2014/6/3 5:00,1,0.549019608,0.459016393,0.79,0.108333333,24,0.123737374,0.192307692,0.153506837,0.133514986,0.022044088,72
2014/6/3 6:00,1,0.549019608,0.459016393,0.79,0.108333333,24,0.131313131,0.252136752,0.20549499,0.114441417,0.04008016,72
2014/6/3 7:00,1,0.549019608,0.459016393,0.79,0.108333333,24,0.156565657,0.209401709,0.182053059,0.152588556,0.064128257,72
2014/6/3 8:00,0,0.647058824,0.475409836,0.66,0.191666667,24,0.122474747,0.14957265,0.146638099,0.209809264,0.054108216,72
2014/6/3 9:00,0,0.647058824,0.475409836,0.66,0.191666667,14,0.122474747,0.158119658,0.156657634,0.234332425,0.064128257,98
2014/6/3 10:00,0,0.666666667,0.459016393,0.61,0.233333333,14,0.122474747,0.188034188,0.116768542,0.242506812,0.042084168,79
2014/6/3 11:00,0,0.666666667,0.459016393,0.61,0.233333333,9,0.101010101,0.175213675,0.128111412,0.280653951,0.042084168,71
2014/6/3 12:00,0,0.784313725,0.459016393,0.34,0.258333333,14,0.118686869,0.123931624,0.110466948,0.324250681,0.038076152,69
2014/6/3 13:00,0,0.784313725,0.459016393,0.34,0.258333333,1,0.118686869,0.111111111,0.153632869,0.403269755,0.070140281,64
2014/6/3 14:00,0,0.784313725,0.442622951,0.34,0.316666667,14,0.113636364,0.128205128,0.145503812,0.411444142,0.076152305,66
2014/6/3 15:00,0,0.803921569,0.426229508,0.3,0.258333333,1,0.128787879,0.094017094,0.126346966,0.40599455,0.070140281,78
2014/6/3 16:00,0,0.803921569,0.426229508,0.3,0.258333333,3,0.128787879,0.051282051,0.098241855,0.370572207,0.0501002,62
2014/6/3 17:00,0,0.803921569,0.426229508,0.3,0.258333333,9,0.128787879,0.055555556,0.093578675,0.367847411,0.04008016,40
